batter,runs,balls_faced,matches_batting,dismissals,batting_average,batting_strike_rate,total_balls,dot_balls,boundaries,fours,sixes,dot_ball_percentage,boundary_percentage,runs_per_boundary,thirties,fifties,hundreds
VH Zol,29,26,2,2,14.5,111.53846153846155,26,13,4,3,1,50.0,15.384615384615385,7.25,0,0,0
VR Aaron,50,73,12,4,12.5,68.4931506849315,73,43,4,2,2,58.9041095890411,5.47945205479452,12.5,0,0,0
VR Iyer,1326,1000,49,43,30.837209302325583,132.6,1000,405,182,121,61,40.5,18.2,7.285714285714286,7,11,1
VRV Singh,4,3,2,1,4.0,133.33333333333331,3,2,1,1,0,66.66666666666666,33.33333333333333,4.0,0,0,0
VS Malik,7,7,2,1,7.0,100.0,7,3,1,1,0,42.857142857142854,14.285714285714285,7.0,0,0,0
VS Yeligati,2,2,1,1,2.0,100.0,2,1,0,0,0,50.0,0.0,2.0,0,0,0
VVS Laxman,282,271,20,16,17.625,104.0590405904059,271,123,38,33,5,45.38745387453875,14.022140221402212,7.421052631578948,3,1,0
VY Mahesh,15,28,5,2,7.5,53.57142857142857,28,15,0,0,0,53.57142857142857,0.0,15.0,0,0,0
Vijaykumar Vyshak,14,13,4,2,7.0,107.6923076923077,13,5,1,0,1,38.46153846153847,7.6923076923076925,14.0,0,0,0
Virat Singh,15,26,2,3,5.0,57.692307692307686,26,14,1,1,0,53.84615384615385,3.8461538461538463,15.0,0,0,0
Vishnu Vinod,56,58,6,6,9.333333333333334,96.55172413793103,58,27,6,3,3,46.55172413793103,10.344827586206897,9.333333333333334,1,0,0
Vivrant Sharma,69,49,1,1,69.0,140.81632653061226,49,18,11,9,2,36.734693877551024,22.448979591836736,6.2727272727272725,0,1,0
W Jaffer,130,129,8,7,18.571428571428573,100.7751937984496,129,64,17,14,3,49.6124031007752,13.178294573643413,7.647058823529412,1,1,0
WA Mota,56,76,8,5,11.2,73.68421052631578,76,30,2,2,0,39.473684210526315,2.631578947368421,28.0,0,0,0
WD Parnell,65,86,13,10,6.5,75.5813953488372,86,43,5,4,1,50.0,5.813953488372093,13.0,0,0,0
WG Jacks,230,133,8,6,38.333333333333336,172.93233082706766,133,48,34,16,18,36.09022556390977,25.563909774436087,6.764705882352941,1,1,1
WP Saha,2934,2368,143,121,24.24793388429752,123.90202702702702,2368,935,383,296,87,39.4847972972973,16.173986486486484,7.660574412532637,19,13,1
WPUJC Vaas,81,73,11,7,11.571428571428571,110.95890410958904,73,24,5,2,3,32.87671232876712,6.8493150684931505,16.2,0,0,0
Washington Sundar,378,341,38,27,14.0,110.85043988269794,341,135,41,32,9,39.589442815249264,12.023460410557185,9.21951219512195,3,0,0
X Thalaivan Sargunam,10,17,1,1,10.0,58.82352941176471,17,9,0,0,0,52.94117647058824,0.0,10.0,0,0,0
Y Gnaneswara Rao,19,18,1,1,19.0,105.55555555555556,18,9,3,3,0,50.0,16.666666666666664,6.333333333333333,0,0,0
Y Nagar,285,271,20,15,19.0,105.1660516605166,271,113,29,20,9,41.69741697416974,10.70110701107011,9.827586206896552,1,0,0
Y Prithvi Raj,0,1,1,0,0.0,0.0,1,1,0,0,0,100.0,0.0,0.0,0,0,0
Y Venugopal Rao,985,865,52,42,23.452380952380953,113.87283236994219,865,355,114,77,37,41.040462427745666,13.179190751445086,8.640350877192983,8,3,0
YA Abdulla,0,1,1,0,0.0,0.0,1,1,0,0,0,100.0,0.0,0.0,0,0,0
YBK Jaiswal,1607,1095,52,49,32.795918367346935,146.7579908675799,1095,459,263,199,64,41.917808219178085,24.01826484018265,6.110266159695818,12,9,2
YK Pathan,3222,2334,153,111,29.027027027027028,138.04627249357327,2334,872,424,263,161,37.36075407026564,18.1662382176521,7.599056603773585,23,14,1
YS Chahal,37,89,17,6,6.166666666666667,41.57303370786517,89,57,0,0,0,64.04494382022472,0.0,37.0,0,0,0
YV Dhull,16,23,3,3,5.333333333333333,69.56521739130434,23,10,1,1,0,43.47826086956522,4.3478260869565215,16.0,0,0,0
YV Takawale,192,183,10,8,24.0,104.91803278688525,183,100,29,26,3,54.644808743169406,15.846994535519126,6.620689655172414,2,0,0
Yash Dayal,0,1,1,1,0.0,0.0,1,1,0,0,0,100.0,0.0,0.0,0,0,0
Yashpal Singh,47,67,4,4,11.75,70.1492537313433,67,39,5,5,0,58.2089552238806,7.462686567164178,9.4,0,0,0
Younis Khan,3,7,1,1,3.0,42.857142857142854,7,4,0,0,0,57.14285714285714,0.0,3.0,0,0,0
Yudhvir Singh,22,16,4,4,5.5,137.5,16,8,3,1,2,50.0,18.75,7.333333333333333,0,0,0
Yuvraj Singh,2754,2207,126,109,25.26605504587156,124.78477571363842,2207,977,367,218,149,44.26823742637064,16.628908019936564,7.5040871934604905,23,13,0
Z Khan,117,141,27,15,7.8,82.97872340425532,141,74,13,11,2,52.4822695035461,9.219858156028367,9.0,0,0,0
