player,batting_runs,balls_faced,batting_matches,dismissals,batting_average,batting_strike_rate,total_balls,dot_balls_batting,boundaries,fours,sixes,dot_ball_percentage_batting,boundary_percentage,runs_per_boundary,thirties,fifties,hundreds,bowler,runs_conceded,ball,wickets,bowling_matches,overs,bowling_economy,bowling_average,bowling_strike_rate,wickets_per_match,dot_balls_bowling,dot_ball_percentage_bowling,batting_score,bowling_score,allrounder_score
Joginder Sharma,36,30,5,4,9.0,120.0,30,10,3,1,2,33.33333333333333,10.0,12.0,0,0,0,Joginder Sharma,421,272,13,15,45.333333333333336,9.286764705882353,32.38461538461539,20.923076923076923,0.8666666666666667,71.0,26.10294117647059,0.15247867368468815,0.4722897118469022,0.3123841927657952
K Goel,218,239,16,14,15.571428571428571,91.21338912133892,239,130,26,17,9,54.39330543933054,10.87866108786611,8.384615384615385,1,0,0,K Goel,94,67,0,6,11.166666666666666,8.417910447761194,94.0,67.0,0.0,19.0,28.35820895522388,0.15517876302868938,0.3129276693455798,0.2340532161871346
K Gowtham,247,159,27,18,13.722222222222221,155.34591194968556,159,62,32,15,17,38.9937106918239,20.125786163522015,7.71875,1,0,0,K Gowtham,825,599,22,35,99.83333333333333,8.263772954924875,37.5,27.227272727272727,0.6285714285714286,206.0,34.390651085141904,0.21445464023579092,0.48591131782777486,0.35018297903178286
K Kartikeya,9,13,2,2,4.5,69.23076923076923,13,7,1,1,0,53.84615384615385,7.6923076923076925,9.0,0,0,0,K Kartikeya,334,241,10,12,40.166666666666664,8.315352697095436,33.4,24.1,0.8333333333333334,69.0,28.63070539419087,0.08502089219739581,0.47240781383695296,0.2787143530171744
K Rabada,206,207,28,16,12.875,99.51690821256038,207,101,24,16,8,48.792270531400966,11.594202898550725,8.583333333333334,1,0,0,K Rabada,2652,1907,126,80,317.8333333333333,8.34399580492921,21.047619047619047,15.134920634920634,1.575,717.0,37.598321971683276,0.1536909601557507,0.7185149913640205,0.4361029757598856
K Upadhyay,12,9,2,0,12.0,133.33333333333331,9,3,1,0,1,33.33333333333333,11.11111111111111,12.0,0,0,0,K Upadhyay,81,56,0,3,9.333333333333334,8.678571428571429,81.0,56.0,0.0,20.0,35.714285714285715,0.17484137607671418,0.34075549450549447,0.25779843529110436
K Yadav,0,4,1,0,0.0,0.0,4,4,0,0,0,100.0,0.0,0.0,0,0,0,K Yadav,85,54,2,3,9.0,9.444444444444445,42.5,27.0,0.6666666666666666,13.0,24.074074074074073,0.0,0.42697524176397417,0.21348762088198708
KA Jamieson,65,55,7,3,21.666666666666668,118.18181818181819,55,25,8,5,3,45.45454545454545,14.545454545454545,8.125,0,0,0,KA Jamieson,271,179,9,9,29.833333333333332,9.083798882681565,30.11111111111111,19.88888888888889,1.0,69.0,38.547486033519554,0.19528977698119201,0.4717159049411783,0.33350284096118515
KA Maharaj,1,2,1,1,1.0,50.0,2,1,0,0,0,50.0,0.0,1.0,0,0,0,KA Maharaj,39,36,2,2,6.0,6.5,19.5,18.0,1.0,11.0,30.555555555555557,0.0534590035619484,0.5045892018779343,0.2790241027199414
KA Pollard,3437,2447,168,129,26.643410852713178,140.45770331017573,2447,967,445,221,224,39.51777686963629,18.185533306089088,7.723595505617977,20,16,0,KA Pollard,2200,1586,81,107,264.3333333333333,8.32282471626734,27.160493827160494,19.580246913580247,0.7570093457943925,405.0,25.535939470365697,0.40283730090655967,0.6200777407427142,0.5114575208246369
KAJ Roach,10,9,1,1,10.0,111.11111111111111,9,3,1,1,0,33.33333333333333,11.11111111111111,10.0,0,0,0,KAJ Roach,80,52,0,2,8.666666666666666,9.230769230769232,80.0,52.0,0.0,20.0,38.46153846153847,0.1457011467305952,0.3384615384615385,0.24208134259606684
KC Cariappa,24,21,5,3,8.0,114.28571428571428,21,8,2,0,2,38.095238095238095,9.523809523809524,12.0,0,0,0,KC Cariappa,349,224,8,11,37.333333333333336,9.348214285714285,43.625,28.0,0.7272727272727273,61.0,27.232142857142854,0.14275634522702152,0.4364486115410411,0.2896024783840313
KH Pandya,1647,1287,107,74,22.256756756756758,127.97202797202797,1287,501,205,144,61,38.92773892773892,15.92851592851593,8.034146341463414,19,1,0,KH Pandya,2644,2183,80,117,363.8333333333333,7.267063673843335,33.05,27.2875,0.6837606837606838,676.0,30.966559780119102,0.2860534743536366,0.6134066470661123,0.4497300607098744
KJ Abbott,13,8,3,1,13.0,162.5,8,3,1,0,1,37.5,12.5,13.0,0,0,0,KJ Abbott,182,102,2,5,17.0,10.705882352941176,91.0,51.0,0.4,28.0,27.450980392156865,0.2074670463053293,0.3045401822700911,0.25600361428771023
KK Ahmed,1,7,5,5,0.2,14.285714285714285,7,6,0,0,0,85.71428571428571,0.0,1.0,0,0,0,KK Ahmed,1918,1345,78,57,224.16666666666666,8.556133828996282,24.58974358974359,17.243589743589745,1.368421052631579,512.0,38.066914498141266,0.015017445120389964,0.6184321958676234,0.3167248204940067
KK Cooper,116,70,12,9,12.88888888888889,165.71428571428572,70,29,17,9,8,41.42857142857143,24.285714285714285,6.823529411764706,1,0,0,KK Cooper,789,600,36,25,100.0,7.89,21.916666666666668,16.666666666666668,1.44,184.0,30.666666666666664,0.2154435473851496,0.5512787107258939,0.3833611290555217
KL Nagarkoti,22,34,7,4,5.5,64.70588235294117,34,17,1,1,0,50.0,2.941176470588235,22.0,0,0,0,KL Nagarkoti,287,185,5,11,30.833333333333332,9.308108108108108,57.4,37.0,0.45454545454545453,50.0,27.027027027027028,0.08455396071580615,0.3993605653323963,0.2419572630241012
KM Asif,0,2,1,1,0.0,0.0,2,2,0,0,0,100.0,0.0,0.0,0,0,0,KM Asif,232,143,7,7,23.833333333333332,9.734265734265735,33.142857142857146,20.428571428571427,1.0,46.0,32.16783216783217,0.0,0.4555431423037057,0.22777157115185284
KMA Paul,18,26,5,4,4.5,69.23076923076923,26,17,2,1,1,65.38461538461539,7.6923076923076925,9.0,0,0,0,KMA Paul,239,180,10,8,30.0,7.966666666666667,23.9,18.0,1.25,52.0,28.888888888888886,0.0854701060731133,0.49723660768026967,0.2913533568766915
KMDN Kulasekara,5,3,1,0,5.0,166.66666666666669,3,1,1,1,0,33.33333333333333,33.33333333333333,5.0,0,0,0,KMDN Kulasekara,122,107,6,5,17.833333333333332,6.841121495327103,20.333333333333332,17.833333333333332,1.2,45.0,42.05607476635514,0.1839616844764087,0.5073351829163333,0.345648433696371
KP Appanna,2,4,3,1,2.0,50.0,4,2,0,0,0,50.0,0.0,2.0,0,0,0,KP Appanna,291,222,11,13,37.0,7.864864864864865,26.454545454545453,20.181818181818183,0.8461538461538461,68.0,30.630630630630627,0.056918007123896816,0.49406778540581353,0.2754928962648552
KP Pietersen,1001,758,36,29,34.51724137931034,132.05804749340368,758,290,131,91,40,38.258575197889186,17.282321899736147,7.641221374045801,10,4,1,KP Pietersen,218,180,9,13,30.0,7.266666666666667,24.22222222222222,20.0,0.6923076923076923,54.0,30.0,0.299693026796864,0.5004484169977128,0.40007072189728843
KR Mayers,379,276,13,13,29.153846153846153,137.31884057971016,276,141,60,38,22,51.08695652173913,21.73913043478261,6.316666666666666,1,4,0,KR Mayers,59,46,0,6,7.666666666666667,7.695652173913043,59.0,46.0,0.0,14.0,30.434782608695656,0.25562384790081427,0.3997157190635452,0.32766978348217973
KR Sen,0,3,1,0,0.0,0.0,3,3,0,0,0,100.0,0.0,0.0,0,0,0,KR Sen,396,255,14,12,42.5,9.31764705882353,28.285714285714285,18.214285714285715,1.1666666666666667,83.0,32.549019607843135,0.0,0.4833692957139519,0.24168464785697594
KS Williamson,2132,1734,76,59,36.13559322033898,122.95271049596307,1734,622,251,187,64,35.870818915801614,14.47520184544406,8.49402390438247,10,18,0,KS Williamson,31,18,0,2,3.0,10.333333333333334,31.0,18.0,0.0,2.0,11.11111111111111,0.3525560087302165,0.44235042735042734,0.3974532180403219
KV Sharma,351,306,39,25,14.04,114.70588235294117,306,125,37,20,17,40.849673202614376,12.091503267973856,9.486486486486486,2,0,0,KV Sharma,2130,1520,82,82,253.33333333333334,8.407894736842104,25.975609756097562,18.536585365853657,1.0,483.0,31.776315789473685,0.1800888598695598,0.6239811060331907,0.40203498295137524
KW Richardson,36,39,4,3,12.0,92.3076923076923,39,17,3,2,1,43.58974358974359,7.6923076923076925,12.0,0,0,0,KW Richardson,479,345,21,15,57.5,8.330434782608696,22.80952380952381,16.428571428571427,1.4,129.0,37.391304347826086,0.1350136387196532,0.5173789672258747,0.326196302972764
Kamran Khan,3,5,1,1,3.0,60.0,5,3,0,0,0,60.0,0.0,3.0,0,0,0,Kamran Khan,248,177,14,9,29.5,8.40677966101695,17.714285714285715,12.642857142857142,1.5555555555555556,63.0,35.59322033898305,0.07037701068584522,0.5153554617579444,0.29286623622189484
Karanveer Singh,12,17,4,1,12.0,70.58823529411765,17,9,1,1,0,52.94117647058824,5.88235294117647,12.0,0,0,0,Karanveer Singh,323,213,14,9,35.5,9.098591549295774,23.071428571428573,15.214285714285714,1.5555555555555556,64.0,30.046948356807512,0.11209627803749854,0.4972277253263168,0.30466200168190766
Kartik Tyagi,13,16,6,4,3.25,81.25,16,7,1,1,0,43.75,6.25,13.0,0,0,0,Kartik Tyagi,720,458,16,20,76.33333333333333,9.43231441048035,45.0,28.625,0.8,148.0,32.314410480349345,0.09297840994169293,0.4475981744233174,0.27028829218250516
Kuldeep Yadav,183,224,32,10,18.3,81.69642857142857,224,116,19,16,3,51.78571428571429,8.482142857142858,9.631578947368421,1,0,0,Kuldeep Yadav,2413,1786,90,82,297.6666666666667,8.106382978723405,26.81111111111111,19.844444444444445,1.0975609756097562,520.0,29.11534154535274,0.1532168076807146,0.6395890981458856,0.3964029529133001
L Ablish,0,2,1,0,0.0,0.0,2,2,0,0,0,100.0,0.0,0.0,0,0,0,L Ablish,76,45,5,3,7.5,10.133333333333333,15.2,9.0,1.6666666666666667,10.0,22.22222222222222,0.0,0.4898683038401348,0.2449341519200674
L Balaji,36,50,13,7,5.142857142857143,72.0,50,29,3,2,1,57.99999999999999,6.0,12.0,0,0,0,L Balaji,2083,1574,85,73,262.3333333333333,7.940279542566709,24.50588235294118,18.51764705882353,1.1643835616438356,537.0,34.11689961880559,0.0913293230353375,0.6369033807583889,0.3641163518968632
L Wood,9,3,1,0,9.0,300.0,3,0,1,0,1,0.0,33.33333333333333,9.0,0,0,0,L Wood,94,38,1,2,6.333333333333333,14.842105263157896,94.0,38.0,0.5,8.0,21.052631578947366,0.3311310320575357,0.2612706468229078,0.29620083944022174
LA Carseldine,81,71,5,3,27.0,114.08450704225352,71,31,11,11,0,43.66197183098591,15.492957746478872,7.363636363636363,1,0,0,LA Carseldine,6,7,1,1,1.1666666666666667,5.142857142857142,6.0,7.0,1.0,4.0,57.14285714285714,0.2101728864691655,0.5451746375690039,0.37767376201908465
LB Williams,1,2,1,0,1.0,50.0,2,1,0,0,0,50.0,0.0,1.0,0,0,0,LB Williams,74,42,1,2,7.0,10.571428571428571,74.0,42.0,0.5,12.0,28.57142857142857,0.0534590035619484,0.34301346540783156,0.19823623448488997
LE Plunkett,1,3,2,1,1.0,33.33333333333333,3,2,0,0,0,66.66666666666666,0.0,1.0,0,0,0,LE Plunkett,228,154,4,7,25.666666666666668,8.883116883116882,57.0,38.5,0.5714285714285714,39.0,25.324675324675322,0.03679233689528173,0.4019473015247663,0.21936981921002402
LH Ferguson,68,48,7,4,17.0,141.66666666666669,48,14,8,6,2,29.166666666666668,16.666666666666664,8.5,0,0,0,LH Ferguson,1451,1002,57,45,167.0,8.688622754491018,25.45614035087719,17.57894736842105,1.2666666666666666,351.0,35.029940119760475,0.20301527251552207,0.5758921246291132,0.38945369857231765
LJ Wright,106,63,5,4,26.5,168.25396825396825,63,22,19,16,3,34.92063492063492,30.158730158730158,5.578947368421052,2,0,0,LJ Wright,125,75,2,6,12.5,10.0,62.5,37.5,0.3333333333333333,14.0,18.666666666666668,0.26388561854777226,0.3761917659804983,0.3200386922641353
LMP Simmons,1079,878,29,27,39.96296296296296,122.89293849658314,878,402,153,109,44,45.78587699316628,17.425968109339408,7.052287581699346,5,11,1,LMP Simmons,34,18,1,1,3.0,11.333333333333334,34.0,18.0,1.0,2.0,11.11111111111111,0.3129860646671987,0.4289719513663175,0.3709790080167581
LPC Silva,40,27,3,2,20.0,148.14814814814815,27,10,6,5,1,37.03703703703704,22.22222222222222,6.666666666666667,0,0,0,LPC Silva,21,6,0,1,1.0,21.0,21.0,6.0,0.0,,,0.21832647244426628,0.37653846153846154,0.29743246699136394
LR Shukla,405,358,33,29,13.96551724137931,113.12849162011173,358,152,49,33,16,42.45810055865922,13.687150837988826,8.26530612244898,3,0,0,LR Shukla,458,326,17,27,54.333333333333336,8.429447852760736,26.941176470588236,19.176470588235293,0.6296296296296297,109.0,33.43558282208589,0.18095283389573752,0.49950753815474436,0.3402301860252409
LRPL Taylor,1017,847,54,41,24.804878048780488,120.07083825265643,847,334,112,66,46,39.43329397874852,13.223140495867769,9.080357142857142,8,3,0,LRPL Taylor,24,13,0,2,2.1666666666666665,11.076923076923078,24.0,13.0,0.0,,,0.2553940904659395,0.4523076923076923,0.3538508913868159
LS Livingstone,939,609,39,33,28.454545454545453,154.1871921182266,609,225,132,66,66,36.94581280788177,21.67487684729064,7.113636363636363,5,6,0,LS Livingstone,395,267,11,22,44.5,8.876404494382022,35.90909090909091,24.272727272727273,0.5,71.0,26.591760299625467,0.29805930538282344,0.46382010667498874,0.3809397060289061
Lalit Yadav,305,301,21,15,20.333333333333332,101.32890365448506,301,129,34,27,7,42.857142857142854,11.295681063122924,8.970588235294118,3,0,0,Lalit Yadav,430,294,11,19,49.0,8.775510204081632,39.09090909090909,26.727272727272727,0.5789473684210527,82.0,27.89115646258503,0.18587044459420418,0.45731823508483466,0.3215943398395194
M Ashwin,35,50,12,8,4.375,70.0,50,27,3,2,1,54.0,6.0,11.666666666666666,0,0,0,M Ashwin,1182,898,35,44,149.66666666666666,7.8975501113585755,33.77142857142857,25.65714285714286,0.7954545454545454,283.0,31.514476614699333,0.08666171557728519,0.5219807160017957,0.30432121578954047
M Jansen,66,71,12,8,8.25,92.95774647887323,71,34,7,5,2,47.88732394366197,9.859154929577464,9.428571428571429,0,0,0,M Jansen,732,487,22,21,81.16666666666667,9.018480492813142,33.27272727272727,22.136363636363637,1.0476190476190477,176.0,36.139630390143736,0.12437698156746818,0.4893773331006174,0.30687715733404275
M Kartik,113,109,14,7,16.142857142857142,103.6697247706422,109,32,8,7,1,29.357798165137616,7.339449541284404,14.125,0,0,0,M Kartik,1418,1182,39,55,197.0,7.197969543147208,36.35897435897436,30.307692307692307,0.7090909090909091,382.0,32.31810490693739,0.16434232207600716,0.5293510316497045,0.34684667686285586
M Manhas,514,486,38,24,21.416666666666668,105.76131687242798,486,197,53,43,10,40.534979423868315,10.905349794238683,9.69811320754717,5,0,0,M Manhas,42,42,0,3,7.0,6.0,42.0,42.0,0.0,15.0,35.714285714285715,0.2044277840775463,0.45307692307692304,0.32875235357723465
M Markande,48,44,10,3,16.0,109.09090909090908,44,20,6,5,1,45.45454545454545,13.636363636363635,8.0,0,0,0,M Markande,1081,737,37,37,122.83333333333333,8.800542740841248,29.216216216216218,19.91891891891892,1.0,210.0,28.493894165535956,0.16603217097352357,0.5287236744794029,0.3473779227264633
M Morkel,126,93,20,11,11.454545454545455,135.48387096774192,93,35,16,11,5,37.634408602150536,17.20430107526882,7.875,0,0,0,M Morkel,2136,1699,88,70,283.1666666666667,7.543260741612713,24.272727272727273,19.306818181818183,1.2571428571428571,708.0,41.6715715126545,0.18082245200464636,0.6463837237683494,0.4136030878864979
M Muralitharan,20,30,9,6,3.3333333333333335,66.66666666666666,30,17,1,1,0,56.666666666666664,3.3333333333333335,20.0,0,0,0,M Muralitharan,1765,1581,67,66,263.5,6.698292220113852,26.34328358208955,23.597014925373134,1.0151515151515151,600.0,37.95066413662239,0.079028556087453,0.6092103015281042,0.34411942880777857
M Ntini,11,19,2,1,11.0,57.89473684210527,19,15,2,2,0,78.94736842105263,10.526315789473683,5.5,0,0,0,M Ntini,257,213,8,9,35.5,7.23943661971831,32.125,26.625,0.8888888888888888,99.0,46.478873239436616,0.09594377602353776,0.48056022029613576,0.28825199815983676
M Prasidh Krishna,9,24,7,2,4.5,37.5,24,15,0,0,0,62.5,0.0,9.0,0,0,0,M Prasidh Krishna,1741,1231,54,51,205.16666666666666,8.48578391551584,32.24074074074074,22.796296296296298,1.0588235294117647,475.0,38.58651502843217,0.05329012296662658,0.556291875339884,0.3047909991532553
M Shahrukh Khan,553,413,37,25,22.12,133.89830508474577,413,170,72,35,37,41.162227602905574,17.433414043583532,7.680555555555555,3,1,0,M Shahrukh Khan,16,12,0,2,2.0,8.0,16.0,12.0,0.0,3.0,25.0,0.23690909302403385,0.4964102564102564,0.3666596747171451
M Theekshana,7,7,2,1,7.0,100.0,7,5,1,0,1,71.42857142857143,14.285714285714285,7.0,0,0,0,M Theekshana,814,631,25,27,105.16666666666667,7.740095087163232,32.56,25.24,0.9259259259259259,190.0,30.11093502377179,0.12421302493363885,0.5073091028760233,0.31576106390483105
M Vijay,2619,2208,105,97,27.0,118.61413043478262,2208,987,338,247,91,44.70108695652174,15.307971014492756,7.7485207100591715,21,13,2,M Vijay,49,37,0,4,6.166666666666667,7.945945945945946,49.0,37.0,0.0,8.0,21.62162162162162,0.34138082281402804,0.4207068607068607,0.38104384176044437
M de Lange,1,2,1,1,1.0,50.0,2,1,0,0,0,50.0,0.0,1.0,0,0,0,M de Lange,171,116,6,5,19.333333333333332,8.844827586206897,28.5,19.333333333333332,1.2,39.0,33.62068965517241,0.0534590035619484,0.4717914783128479,0.26262524093739814
MA Khote,24,22,3,2,12.0,109.09090909090908,22,10,3,2,1,45.45454545454545,13.636363636363635,8.0,0,0,0,MA Khote,52,30,2,2,5.0,10.4,26.0,15.0,1.0,5.0,16.666666666666664,0.15119790366857996,0.4570892018779342,0.3041435527732571
MA Starc,105,109,16,8,13.125,96.3302752293578,109,46,11,11,0,42.201834862385326,10.091743119266056,9.545454545454545,0,0,0,MA Starc,1175,879,59,39,146.5,8.020477815699659,19.915254237288135,14.898305084745763,1.5128205128205128,334.0,37.997724687144476,0.14631542196121342,0.5980025279257708,0.3721589749434921
MA Wood,12,10,3,2,6.0,120.0,10,6,2,1,1,60.0,20.0,6.0,0,0,0,MA Wood,192,127,11,5,21.166666666666668,9.070866141732283,17.454545454545453,11.545454545454545,2.2,47.0,37.00787401574803,0.14105349728883543,0.5047870055344825,0.322920251411659
MC Henriques,1000,801,54,38,26.31578947368421,124.84394506866417,801,284,115,87,28,35.45568039950062,14.357053682896378,8.695652173913043,7,5,0,MC Henriques,1302,979,46,60,163.16666666666666,7.9795709908069465,28.304347826086957,21.282608695652176,0.7666666666666667,306.0,31.256384065372828,0.2644695165864506,0.554570825849922,0.4095201712181863
MF Maharoof,177,124,14,10,17.7,142.74193548387098,124,44,21,12,9,35.483870967741936,16.93548387096774,8.428571428571429,1,0,0,MF Maharoof,532,441,33,20,73.5,7.238095238095238,16.12121212121212,13.363636363636363,1.65,165.0,37.41496598639456,0.21191738413055744,0.5644515734656579,0.3881844787981077
MG Bracewell,58,49,4,2,29.0,118.36734693877551,49,17,7,6,1,34.69387755102041,14.285714285714285,8.285714285714286,0,0,0,MG Bracewell,95,66,6,5,11.0,8.636363636363637,15.833333333333334,11.0,1.2,26.0,39.39393939393939,0.22012591716814683,0.5027594471256442,0.36144268214689557
MG Johnson,167,168,28,14,11.928571428571429,99.40476190476191,168,80,17,10,7,47.61904761904761,10.119047619047619,9.823529411764707,0,0,0,MG Johnson,1740,1301,66,54,216.83333333333334,8.024596464258263,26.363636363636363,19.71212121212121,1.2222222222222223,535.0,41.12221368178324,0.14840575934754874,0.5962328639305179,0.3723193116390333
MJ Clarke,98,96,6,6,16.333333333333332,102.08333333333333,96,43,12,12,0,44.79166666666667,12.5,8.166666666666666,1,0,0,MJ Clarke,72,66,3,5,11.0,6.545454545454546,24.0,22.0,0.6,22.0,33.33333333333333,0.16265659149518644,0.49570373288683145,0.32918016219100893
MJ McClenaghan,85,73,20,11,7.7272727272727275,116.43835616438356,73,39,12,5,7,53.42465753424658,16.43835616438356,7.083333333333333,0,0,0,MJ McClenaghan,1839,1346,75,56,224.33333333333334,8.197622585438335,24.52,17.946666666666665,1.3392857142857142,507.0,37.667161961367015,0.14702390686388256,0.6159469334926003,0.38148542017824144
MJ Santner,70,77,11,6,11.666666666666666,90.9090909090909,77,38,7,4,3,49.35064935064935,9.090909090909092,10.0,0,0,0,MJ Santner,428,370,16,18,61.666666666666664,6.940540540540541,26.75,23.125,0.8888888888888888,134.0,36.21621621621622,0.13417570388184313,0.5104783412882004,0.32232702258502177
MJ Suthar,1,2,1,1,1.0,50.0,2,1,0,0,0,50.0,0.0,1.0,0,0,0,MJ Suthar,26,12,0,1,2.0,13.0,26.0,12.0,0.0,4.0,33.33333333333333,0.0534590035619484,0.43166666666666664,0.2425628351143075
MK Lomror,527,389,35,30,17.566666666666666,135.47557840616966,389,136,63,33,30,34.96143958868895,16.195372750642672,8.365079365079366,6,1,0,MK Lomror,127,94,2,11,15.666666666666666,8.106382978723405,63.5,47.0,0.18181818181818182,22.0,23.404255319148938,0.22166591009843548,0.38966421551677766,0.3056650628076066
MK Tiwary,1695,1489,83,61,27.78688524590164,113.83478844862324,1489,571,196,156,40,38.34788448623237,13.163196776359973,8.64795918367347,18,7,0,MK Tiwary,83,45,1,6,7.5,11.066666666666666,83.0,45.0,0.16666666666666666,9.0,20.0,0.29316475292584027,0.3181172505116167,0.3056410017187285
MM Ali,1162,849,57,49,23.714285714285715,136.86690223792698,849,346,162,95,67,40.753828032979975,19.081272084805654,7.172839506172839,9,6,0,MM Ali,900,770,40,52,128.33333333333334,7.012987012987012,22.5,19.25,0.7692307692307693,266.0,34.54545454545455,0.2757095607024971,0.5647527355273834,0.4202311481149402
MM Patel,39,41,12,5,7.8,95.1219512195122,41,18,5,5,0,43.90243902439025,12.195121951219512,7.8,0,0,0,MM Patel,1733,1382,82,63,230.33333333333334,7.523878437047757,21.134146341463413,16.853658536585368,1.3015873015873016,590.0,42.6917510853835,0.12365945377186377,0.6425205164114018,0.38308998509163283
MM Sharma,124,137,28,16,7.75,90.51094890510949,137,69,13,9,4,50.36496350364964,9.48905109489051,9.538461538461538,0,0,0,MM Sharma,3278,2308,147,111,384.6666666666667,8.52166377816291,22.299319727891156,15.700680272108844,1.3243243243243243,782.0,33.882149046793764,0.12312057240489396,0.7535825046073191,0.43835153850610653
MN Samuels,161,174,14,12,13.416666666666666,92.52873563218391,174,86,16,9,7,49.42528735632184,9.195402298850574,10.0625,2,0,0,MN Samuels,285,219,10,11,36.5,7.808219178082192,28.5,21.9,0.9090909090909091,79.0,36.07305936073059,0.14630330910587766,0.48794161880308895,0.3171224639544833
MP Stoinis,1866,1366,88,67,27.850746268656717,136.60322108345534,1366,501,241,150,91,36.67642752562226,17.642752562225475,7.742738589211618,11,9,1,MP Stoinis,1300,831,45,62,138.5,9.386281588447654,28.88888888888889,18.466666666666665,0.7258064516129032,219.0,26.353790613718413,0.32468595723142435,0.5396213623497907,0.43215365979060755
MR Marsh,665,532,36,32,20.78125,125.0,532,227,86,48,38,42.66917293233083,16.165413533834585,7.732558139534884,4,3,0,MR Marsh,803,593,37,34,98.83333333333333,8.1247892074199,21.7027027027027,16.027027027027028,1.088235294117647,181.0,30.522765598650924,0.22903708460478253,0.5516938312634581,0.3903654579341203
MS Gony,99,76,15,9,11.0,130.26315789473685,76,39,14,6,8,51.31578947368421,18.421052631578945,7.071428571428571,1,0,0,MS Gony,1317,925,39,44,154.16666666666666,8.542702702702703,33.76923076923077,23.71794871794872,0.8863636363636364,348.0,37.62162162162162,0.17270451052762925,0.5241212533476889,0.34841288193765907
MW Short,117,99,6,6,19.5,118.18181818181819,99,52,19,15,4,52.52525252525253,19.19191919191919,6.157894736842105,2,0,0,MW Short,25,25,0,3,4.166666666666667,6.0,25.0,25.0,0.0,11.0,44.0,0.19049887129341833,0.49230769230769234,0.34140328180055535
Mandeep Singh,1706,1418,97,85,20.070588235294117,120.31029619181946,1418,555,214,176,38,39.13963328631876,15.091678420310295,7.97196261682243,12,6,0,Mandeep Singh,26,12,0,2,2.0,13.0,26.0,12.0,0.0,1.0,8.333333333333332,0.2738837418597615,0.43166666666666664,0.35277520426321407
Mashrafe Mortaza,2,2,1,0,2.0,100.0,2,1,0,0,0,50.0,0.0,2.0,0,0,0,Mashrafe Mortaza,59,28,1,1,4.666666666666667,12.642857142857142,59.0,28.0,1.0,6.0,21.428571428571427,0.1069180071238968,0.36036694526131147,0.23364247619260414
Mayank Dagar,0,1,1,0,0.0,0.0,1,1,0,0,0,100.0,0.0,0.0,0,0,0,Mayank Dagar,205,138,2,8,23.0,8.91304347826087,102.5,69.0,0.25,43.0,31.15942028985507,0.0,0.29294204468729884,0.14647102234364942
Mohammad Asif,3,6,2,2,1.5,50.0,6,3,0,0,0,50.0,0.0,3.0,0,0,0,Mohammad Asif,307,199,9,8,33.166666666666664,9.256281407035177,34.111111111111114,22.11111111111111,1.125,64.0,32.1608040201005,0.055263374322208854,0.4610477813407957,0.2581555778315023
Mohammad Hafeez,64,84,8,8,8.0,76.19047619047619,84,51,9,7,2,60.71428571428571,10.714285714285714,7.111111111111111,0,0,0,Mohammad Hafeez,71,63,2,4,10.5,6.761904761904762,35.5,31.5,0.5,22.0,34.92063492063492,0.10665761324608342,0.4654835852723177,0.28607059925920053
Mohammad Nabi,221,157,19,17,13.0,140.76433121019107,157,60,30,18,12,38.21656050955414,19.10828025477707,7.366666666666666,1,0,0,Mohammad Nabi,527,419,15,23,69.83333333333333,7.5465393794749405,35.13333333333333,27.933333333333334,0.6521739130434783,146.0,34.84486873508354,0.19611320930988024,0.48420426284529283,0.3401587360775865
Mohammed Shami,74,82,23,13,5.6923076923076925,90.2439024390244,82,41,8,6,2,50.0,9.75609756097561,9.25,0,0,0,Mohammed Shami,3486,2521,144,110,420.1666666666667,8.296707655692185,24.208333333333332,17.506944444444443,1.309090909090909,984.0,39.03213010710036,0.11334303315607376,0.7454179201317814,0.4293804766439276
Mohammed Siraj,109,122,20,10,10.9,89.34426229508196,122,68,14,10,4,55.73770491803278,11.475409836065573,7.785714285714286,0,0,0,Mohammed Siraj,2894,2081,96,93,346.8333333333333,8.34406535319558,30.145833333333332,21.677083333333332,1.032258064516129,806.0,38.731379144642,0.1319438323656403,0.6411805045052409,0.3865621684354406
Mohit Rathee,1,2,1,0,1.0,50.0,2,1,0,0,0,50.0,0.0,1.0,0,0,0,Mohit Rathee,29,12,0,1,2.0,14.5,29.0,12.0,0.0,3.0,25.0,0.0534590035619484,0.41224358974358977,0.23285129665276907
Mohsin Khan,25,27,5,2,12.5,92.5925925925926,27,15,3,2,1,55.55555555555556,11.11111111111111,8.333333333333334,0,0,0,Mohsin Khan,698,507,27,23,84.5,8.2603550295858,25.85185185185185,18.77777777777778,1.173913043478261,209.0,41.222879684418146,0.13645404527766644,0.522209813780778,0.32933192952922224
Mujeeb Ur Rahman,12,15,6,3,4.0,80.0,15,9,2,2,0,60.0,13.333333333333334,6.0,0,0,0,Mujeeb Ur Rahman,598,452,20,19,75.33333333333333,7.938053097345133,29.9,22.6,1.0526315789473684,147.0,32.52212389380531,0.09423531547065363,0.5024082429681332,0.29832177921939346
Mukesh Choudhary,6,6,2,0,6.0,100.0,6,3,1,1,0,50.0,16.666666666666664,6.0,0,0,0,Mukesh Choudhary,452,298,16,14,49.666666666666664,9.100671140939598,28.25,18.625,1.1428571428571428,120.0,40.26845637583892,0.12075402137169045,0.48901571449000314,0.3048848679308468
